Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
Macbeth,William Shakespeare,Barbara A. Mowat,9780743477109,digital,read,2015/08/12,"","",1,"",,,,,,,3.0,,"",,plays,No
I Am China,Xiaolu Guo,"","",,to-read,2023/01/01,"","",0,"",,,,,,,,,"",,"",No
The Nazi Seizure of Power: The Experience of a Single German Town 1922-1945,William Sheridan Allen,"Luciano Gallino, Luciana Pecchioli",9780531056332,paperback,to-read,2018/06/29,"","",0,"",,,,,,,,,"",,history,No
Homegoing,Yaa Gyasi,"",9780385686150,paperback,to-read,2017/01/15,"","",0,"",,,,,,,,,"",,literary-fiction,No
The Tatami Galaxy,Tomihiko Morimi,Emily Balistrieri (Translator),9780063158443,hardcover,to-read,2023/01/01,"","",0,"",,,,,,,,,"",,"",No
Of Mice and Men,John Steinbeck,"",9780142000670,paperback,read,2015/08/12,"","",1,"",,,,,,,3.0,,"",,literary-fiction,No
Kafka on the Shore,Haruki Murakami,"",9781400079278,paperback,read,2022/01/12,2022/11/30,2022/11/06-2022/11/30,1,"challenging, emotional, reflective",slow,"","","","","",4.25,,"","","",No
Happy Hour,Marlowe Granados,"",9781989919002,paperback,to-read,2022/12/09,"","",0,"",,,,,,,,,"",,"",No
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Mary GrandPré (Illustrator),9780439655484,paperback,to-read,2016/05/20,"","",0,"",,,,,,,,,"",,fantasy,No
"Speak, Okinawa: A Memoir",Elizabeth Miki Brina,"",9780525657354,digital,to-read,2021/12/22,"","",0,"",,,,,,,,,"",,"",Yes
1Q84,Haruki Murakami,"Jay Rubin (Translator), Philip Gabriel (Translator)",9780307593313,hardcover,to-read,2021/12/11,"","",0,"",,,,,,,,,"",,"",Yes
Tomb of Sand,Geetanjali Shree,Daisy Rockwell (Translator),9781911284611,paperback,to-read,2022/06/24,"","",0,"",,,,,,,,,"",,"",No
Atomic Habits: An Easy and Proven Way to Build Good Habits and Break Bad Ones,James Clear,"",9780735211308,digital,to-read,2021/12/22,"","",0,"",,,,,,,,,"",,"",Yes
A Clockwork Orange,Anthony Burgess,"",9780393341768,paperback,to-read,2020/10/16,"","",0,"",,,,,,,,,"",,"",Yes
Book of the Other: small in comparison,Truong Tran,"",9781885030757,paperback,to-read,2022/12/09,"","",0,"",,,,,,,,,"",,"",No
Please Look After Mom,Kyung-sook Shin ,Chi-Young Kim (Translator),9780307593917,hardcover,to-read,2018/06/28,"","",0,"",,,,,,,,,"",,international,Yes
Emma,Jane Austen,"",9780141439587,paperback,to-read,2022/01/16,"","",0,"",,,,,,,,,"",,"",No
The Temple of the Golden Pavilion,Yukio Mishima,"Ivan Morris (Translator), Ivan Morris (Translator)",9780679433156,hardcover,to-read,2022/06/08,"","",0,"",,,,,,,,,"",,"",No
Warbreaker,Brandon Sanderson,"",9780575097469,paperback,to-read,2015/07/16,"","",0,"",,,,,,,,,"",,fantasy,No
The Bone Ships,R.J. Barker,"",9780316487962,paperback,to-read,2022/03/25,"","",0,"",,,,,,,,,"",,"",Yes
Guards! Guards!,Terry Pratchett,"",9781473200180,hardcover,read,2017/01/06,2017/05/17,2017/05/17,1,"",,,,,,,4.0,,"",,fantasy,No
The Princess Bride,William Goldman,"",9780345418265,paperback,to-read,2022/06/12,"","",0,"",,,,,,,,,"",,"",No
Cryptonomicon,Neal Stephenson,"",,paperback,to-read,2020/12/27,"","",0,"",,,,,,,,,"",,"",No
The Nicomachean Ethics,Aristotle,J. a. K. Thomson (Translator),9780140449495,paperback,to-read,2022/06/08,"","",0,"",,,,,,,,,"",,"",No
Garlic & the Vampire,Bree Paulsen,"",9780062995094,hardcover,to-read,2022/12/09,"","",0,"",,,,,,,,,"",,"",No
I'm Waiting for You: And Other Stories,Bo-Young Kim,"",9780062951465,hardcover,read,2022/12/09,2022/12/17,2022/12/13-2022/12/17,1,"adventurous, challenging, dark",slow,"","","","","",3.75,"","","","",No
Ordinary Monsters,J.M. Miro,"",9781250833662,hardcover,to-read,2022/11/22,"","",0,"",,,,,,,,,"",,"",No
Dark Matter,Blake Crouch,"",9781101904220,hardcover,to-read,2022/01/09,"","",0,"",,,,,,,,,"",,"",No
The Waves,Virginia Woolf,"",9780156949606,paperback,to-read,2022/12/18,"","",0,"",,,,,,,,,"",,"",No
The Gunslinger,Stephen King,"",9780452284692,paperback,to-read,2022/08/18,"","",0,"",,,,,,,,,"",,"",No
Strangers to Ourselves: Unsettled Minds and the Stories That Make Us,Rachel Aviv,"",9780374600846,hardcover,to-read,2022/12/26,"","",0,"",,,,,,,,,"",,"",No
The Hobbit,J.R.R. Tolkien,"",0048231479,hardcover,did-not-finish,2022/01/31,"","",0,"",,,,,,,,,"",,"",Yes
Don't Look Now and Other Stories,Daphne du Maurier,"",9780316253642,digital,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
What We Talk About When We Talk About Love,Raymond Carver,"",0679723056,paperback,to-read,2021/12/11,"","",0,"",,,,,,,,,"",,"",No
Harry Potter and the Order of the Phoenix,J.K. Rowling,Mary GrandPré (Illustrator),9780613999168,paperback,to-read,2016/05/20,"","",0,"",,,,,,,,,"",,fantasy,No
Americanah,Chimamanda Ngozi Adichie,"",9781410486134,hardcover,to-read,2016/02/20,"","",0,"",,,,,,,,,"",,literary-fiction,No
Spadework for a Palace,László Krasznahorkai,John Batki,,,to-read,2022/11/23,"","",0,"",,,,,,,,,"",,"",No
Hotel Iris,Yōko Ogawa,Stephen Snyder (Translator),9780312425241,paperback,to-read,2023/01/01,"","",0,"",,,,,,,,,"",,"",No
The Art of Doing Science and Engineering: Learning to Learn,Richard Hamming,"",9781732265172,hardcover,to-read,2022/02/09,"","",0,"",,,,,,,,,"",,"",No
The Maker of Swans,Paraic O'Donnell,"",9781474601030,paperback,to-read,2022/11/16,"","",0,"",,,,,,,,,"",,"",No
Ship of Magic,Robin Hobb,"",9780553103243,hardcover,read,2015/07/30,2017/01/31,2017/01/31,1,"",,,,,,,5.0,,"",,"fantasy, favorites",No
Real Life,Brandon Taylor,"",9780525538882,hardcover,to-read,2022/09/17,"","",0,"",,,,,,,,,"",,"",No
The Real Story of Ah-Q and Other Tales of China: The Complete Fiction of Lu Xun,Lu Xun,Julia Lovell (Translator),9780140455489,paperback,to-read,2022/01/13,"","",0,"",,,,,,,,,"",,"",No
Democracy in Chains: The Deep History of the Radical Right's Stealth Plan for America,Nancy MacLean,"",9781101980965,hardcover,to-read,2019/05/27,"","",0,"",,,,,,,,,"",,non-fiction,No
Red Sister,Mark Lawrence,"",9781101988855,hardcover,to-read,2017/12/09,"","",0,"",,,,,,,,,"",,fantasy,No
On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,"",9780804190114,paperback,to-read,2018/06/02,"","",0,"",,,,,,,,,"",,"history, non-fiction",Yes
The Dragon Reborn,Robert Jordan,"",9780765305114,paperback,to-read,2015/08/09,"","",0,"",,,,,,,,,"",,fantasy,No
Speedboat,Renata Adler,"",,,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
The Unreal and the Real: The Selected Short Stories of Ursula K. Le Guin,Ursula K. Le Guin,"",9781481475969,hardcover,to-read,2022/01/16,"","",0,"",,,,,,,,,"",,"",No
The Sound of Waves,Yukio Mishima,Meredith Weatherby (Translator),9780099289982,paperback,to-read,2022/06/08,"","",0,"",,,,,,,,,"",,"",No
Sea of Tranquility,Emily St. John Mandel,"",9780593321447,hardcover,to-read,2022/08/20,"","",0,"",,,,,,,,,"",,"",No
Evicted: Poverty and Profit in the American City,Matthew Desmond,"",9780553447439,hardcover,to-read,2017/08/12,"","",0,"",,,,,,,,,"",,non-fiction,No
The Hedge Knight,George R.R. Martin,"","",digital,read,2015/07/16,"","",1,"",,,,,,,,,"",,fantasy,No
Nothing Is True and Everything Is Possible: The Surreal Heart of the New Russia,Peter Pomerantsev,"",9781610394550,hardcover,to-read,2018/06/29,"","",0,"",,,,,,,,,"",,"history, international",No
The Membranes,Chi Ta-wei,Ari Larissa Heinrich (Translator),9780231195713,paperback,to-read,2022/09/27,"","",0,"",,,,,,,,,"",,"",No
Shadows of Self: A Mistborn Novel,Brandon Sanderson,"",9780765378552,hardcover,to-read,2015/08/12,"","",0,"",,,,,,,,,"",,fantasy,No
Butcher's Crossing,John Williams,"",9781590171981,paperback,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
Glimmers: Prologue to Crossroads of Twilight,Robert Jordan,"","",digital,to-read,2015/08/09,"","",0,"",,,,,,,,,"",,fantasy,No
The Riftwar Saga,Raymond E. Feist,"",9780553333244,paperback,to-read,2017/01/06,"","",0,"",,,,,,,,,"",,fantasy,No
Schindler's List,Thomas Keneally,"",9780340606513,paperback,to-read,2017/10/13,"","",0,"",,,,,,,,,"",,history,No
The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,"",9780393081084,hardcover,to-read,2019/05/27,"","",0,"",,,,,,,,,"",,"",No
The Name of the Wind,Patrick Rothfuss,"",9780756404079,hardcover,read,2015/08/09,2016/05/22,2016/05/22,1,"",,,,,,,5.0,,"",,"fantasy, favorites",No
Constructing a Nervous System,Margo Jefferson,"",9781524748173,hardcover,to-read,2022/11/23,"","",0,"",,,,,,,,,"",,"",No
Churchill's Ministry of Ungentlemanly Warfare: The Mavericks Who Plotted Hitler's Defeat,Giles Milton,"",9781250119025,hardcover,to-read,2018/06/02,"","",0,"",,,,,,,,,"",,"history, non-fiction",No
Jakob von Gunten,Robert Walser,Christopher Middleton (Translator),9780940322219,paperback,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
The Picture of Dorian Gray,Oscar Wilde,"",9780141442464,hardcover,to-read,2018/02/04,"","",0,"",,,,,,,,,"",,classics,No
How High We Go in the Dark,Sequoia Nagamatsu,"",9780063072640,hardcover,currently-reading,2022/08/20,"","",0,"",,,,,,,,,"",,"",Yes
How Not to Drown in a Glass of Water,Angie Cruz,"",9781250208453,hardcover,to-read,2022/11/22,"","",0,"",,,,,,,,,"",,"",No
Terminal Boredom,Izumi Suzuki,"Polly Barton (Translator), Sam Bett (Translator), David Boyd (Translator), Daniel Joseph (Translator), Aiko Masubuchi (Translator), Helen O'Horan (Translator)",9781788739887,paperback,to-read,2023/01/01,"","",0,"",,,,,,,,,"",,"",No
After Dark,Haruki Murakami,Jay Rubin (Translator),9780307265838,hardcover,to-read,2022/01/19,"","",0,"",,,,,,,,,"",,"",No
Maangchi's Real Korean Cooking: Authentic Dishes for the Home Cook,Maangchi,"",9780544129894,hardcover,to-read,2018/06/27,"","",0,"",,,,,,,,,"",,cookbooks,No
Half of a Yellow Sun,Chimamanda Ngozi Adichie,"",9781400044160,hardcover,to-read,2016/02/19,"","",0,"",,,,,,,,,"",,literary-fiction,No
The Blade Itself,Joe Abercrombie,"",9781473216785,hardcover,to-read,2023/02/08,"","",0,"",,,,,,,,,"",,"",Yes
We,Yevgeny Zamyatin,Clarence Brown (Translator),9780140185850,paperback,to-read,2021/12/06,"","",0,"",,,,,,,,,"",,"",No
The Storm Before the Storm: The Beginning of the End of the Roman Republic,Mike Duncan,"",9781610397216,hardcover,to-read,2018/06/02,"","",0,"",,,,,,,,,"",,"history, non-fiction",No
The Death of Ivan Ilych: ANNOTATED,Leo Tolstoy,Louise &. Aylmer Maude (Translator),"",digital,read,2021/12/22,"","",1,"",,,,,,,,,"",,"",Yes
Siddhartha,Hermann Hesse,"",9781453896174,paperback,to-read,2021/12/28,"","",0,"",,,,,,,,,"",,"",No
City of Saints and Madmen,Jeff VanderMeer,Michael Moorcock,9780553383577,paperback,to-read,2022/04/09,"","",0,"",,,,,,,,,"",,"",No
The Romanovs: 1613-1918,Simon Sebag Montefiore,"",9780297852667,hardcover,to-read,2017/08/12,"","",0,"",,,,,,,,,"",,"history, non-fiction",No
The Devil in the White City,Erik Larson,Scott Brick (Narrator),9780739303405,audio,to-read,2017/01/09,"","",0,"",,,,,,,,,"",,non-fiction,Yes
Towers of Midnight,"Brandon Sanderson, Robert Jordan","",9780765325945,hardcover,to-read,2015/08/09,"","",0,"",,,,,,,,,"",,fantasy,No
This Savage Song,Victoria Schwab,"",9780062380876,digital,to-read,2017/01/15,"","",0,"",,,,,,,,,"",,fantasy,No
The Complete Guide to Absolutely Everything (Abridged): Adventures in Math and Science,"Adam Rutherford, Hannah Fry","",9780393881578,hardcover,to-read,2022/02/06,"","",0,"",,,,,,,,,"",,"",No
The Future Is Analog: How to Create a More Human World,"David Sax, David Sax","",9781541701557,hardcover,to-read,2022/11/22,"","",0,"",,,,,,,,,"",,"",No
A Little Hatred,Joe Abercrombie,"",9780316187169,hardcover,to-read,2021/12/26,"","",0,"",,,,,,,,,"",,"",No
Traitor's Blade,Sebastien de Castell,"",9781623658090,hardcover,to-read,2017/01/15,"","",0,"",,,,,,,,,"",,fantasy,No
Killers of the Flower Moon,David Grann,"",9780385534253,digital,to-read,2017/08/13,"","",0,"",,,,,,,,,"",,"history, non-fiction",No
Tastes Like War: A Memoir,Grace M. Cho,"",9781952177941,paperback,to-read,2022/04/02,"","",0,"",,,,,,,,,"",,"",No
Stamped from the Beginning: The Definitive History of Racist Ideas in America,Ibram X. Kendi,"",9781568584638,hardcover,to-read,2017/10/03,"","",0,"",,,,,,,,,"",,non-fiction,No
The End of Policing,Alex S. Vitale,"",9781784782917,digital,to-read,2022/03/23,"","",0,"",,,,,,,,,"",,"",No
All the Lovers in the Night,Mieko Kawakami,"Sam Bett (Translator), David Boyd (Translator)",9781609456993,hardcover,to-read,2023/01/01,"","",0,"",,,,,,,,,"",,"",No
"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us about Who We Really Are",Seth Stephens-Davidowitz,"",9780062390851,hardcover,to-read,2017/08/13,"","",0,"",,,,,,,,,"",,"non-fiction, business",No
When My Name Was Keoko,Linda Sue Park,"",9780606247160,,to-read,2018/06/28,"","",0,"",,,,,,,,,"",,"",No
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"Philip Gabriel (Translator), Philip Gabriel (Translator)",9780804170123,paperback,to-read,2022/01/19,"","",0,"",,,,,,,,,"",,"",No
Strange Weather in Tokyo,Hiromi Kawakami,Allison Markin Powell (Translator),9781846275081,paperback,to-read,2022/01/08,"","",0,"",,,,,,,,,"",,"",No
Fahrenheit 451,Ray Bradbury,Alfredo Crespo (Translator),9780307347978,paperback,to-read,2021/12/06,"","",0,"",,,,,,,,,"",,"",No
The Baron in the Trees,Italo Calvino,Ann Goldstein (Translator),9780544959118,paperback,to-read,2023/02/08,"","",0,"",,,,,,,,,"",,"",Yes
The Last White Man,Mohsin Hamid,"",9780593538814,hardcover,to-read,2022/08/17,"","",0,"",,,,,,,,,"",,"",Yes
Which Side Are You On,Ryan Lee Wong,"",9781646221486,hardcover,to-read,2022/12/09,"","",0,"",,,,,,,,,"",,"",No
The Scarlet Letter,Nathaniel Hawthorne,"",9780679417316,hardcover,read,2017/07/27,2017/08/08,2017/08/08,1,"",,,,,,,2.0,,"",,"literary-fiction, classics",No
The Go-Between,L.P. Hartley,"",9780940322998,paperback,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
Orwell on Truth,George Orwell,"",9781787300521,hardcover,to-read,2023/02/08,"","",0,"",,,,,,,,,"",,"",Yes
The Inferno,Dante Alighieri,"John Ciardi (Translator), Archibald T. MacAllister (Contributor)",9780451527981,paperback,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
Too Much and Not the Mood: Essays,Durga Chew-Bose,"",9780374535957,paperback,to-read,2023/01/01,"","",0,"",,,,,,,,,"",,"",No
Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"",9781683353140,digital,to-read,2021/03/04,"","",0,"",,,,,,,,,"",,"",Yes
The Inheritance,Robin Hobb,Megan Lindholm,9780007273775,hardcover,to-read,2018/06/09,"","",0,"",,,,,,,,,"",,fantasy,Yes
High Fidelity,Nick Hornby,"",9781573225519,paperback,to-read,2022/06/08,"","",0,"",,,,,,,,,"",,"",No
The Eye of the World,Robert Jordan,"",9780356503820,paperback,read,2015/08/09,2022/01/02,2022/01/02,1,"",,,,,,,,,"",,fantasy,Yes
Disorientation,Elaine Hsieh Chou,"",9780593298350,hardcover,to-read,2022/11/23,"","",0,"",,,,,,,,,"",,"",No
سقوط الملاك,"Yukio Mishima, يوكيو ميشيما",كامل يوسف حسين (Translator),9780099284574,paperback,to-read,2018/06/26,"","",0,"",,,,,,,,,"",,classics,No
Shoko's Smile: Stories,Choi Eunyoung,Sung Ryu (Translator),9780525506935,digital,to-read,2022/01/07,"","",0,"",,,,,,,,,"",,"",No
The Hero of Ages,Brandon Sanderson,"",9780765316899,hardcover,read,2015/07/16,2015/08/22,2015/08/22,1,"",,,,,,,5.0,,"",,fantasy,Yes
Black Sun,Rebecca Roanhorse,"",9781534437678,hardcover,to-read,2022/03/25,"","",0,"",,,,,,,,,"",,"",Yes
A Dance with Dragons,George R.R. Martin,"",9780002247399,hardcover,read,2015/01/06,2015/06/29,2015/06/29,1,"",,,,,,,5.0,,"",,fantasy,Yes
The Book of Ebenezer Le Page,G. B. Edwards,"",9781590172339,paperback,to-read,2022/07/13,"","",0,"",,,,,,,,,"",,"",No
Age of Assassins,R.J. Barker,"",9780316466493,paperback,to-read,2017/12/16,"","",0,"",,,,,,,,,"",,fantasy,No
"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",Candice Millard,"",9780385526265,hardcover,to-read,2018/04/21,"","",0,"",,,,,,,,,"",,"history, non-fiction",No
The Three Musketeers [Abridged],Alexandre Dumas,Camille André (Illustrator),9782733843260,hardcover,to-read,2017/07/27,"","",0,"",,,,,,,,,"",,"",No
Night,Elie Wiesel,"",9780140189896,paperback,read,2015/08/12,"","",1,"",,,,,,,3.0,,"",,literary-fiction,No
Soldiers Live,Glen Cook,"",0812566556,paperback,to-read,2015/07/19,"","",0,"",,,,,,,,,"",,fantasy,No
The Reader,Bernhard Schlink,Carol Brown Janeway,9780375408267,hardcover,to-read,2021/12/06,"","",0,"",,,,,,,,,"",,"",No
The Lost Metal,Brandon Sanderson,"",9781473215269,hardcover,to-read,2015/08/15,"","",0,"",,,,,,,,,"",,fantasy,No
The Stranger,Albert Camus,Matthew Ward (Translator),9780679420262,hardcover,to-read,2017/01/04,"","",0,"",,,,,,,,,"",,"literary-fiction, classics",No
Grit: The Power of Passion and Perseverance,Angela Duckworth,"",9781501111105,hardcover,to-read,2017/08/12,"","",0,"",,,,,,,,,"",,"non-fiction, motivation-self-improvement",No
"The Rise of the Dragon: An Illustrated History of the Targaryen Dynasty, Volume One",George R.R. Martin,"Linda Antonsson (Illustrator), Elio M. García Jr. (Illustrator)",9781984859259,hardcover,to-read,2022/10/26,"","",0,"",,,,,,,,,"",,"",No
Invisible Man,Ralph Ellison,"",9780679732761,paperback,to-read,2016/03/20,"","",0,"",,,,,,,,,"",,literary-fiction,No
Exhalation,Ted Chiang,"",9781101947883,hardcover,to-read,2021/12/11,"","",0,"",,,,,,,,,"",,"",Yes
Great Expectations,Charles Dickens,"Margaret Cardwell (Contributor), Kate Flint (Contributor)",9780192833594,paperback,to-read,2021/12/06,"","",0,"",,,,,,,,,"",,"",No
Annihilation,Jeff VanderMeer,"",9780374104092,paperback,to-read,2022/04/09,"","",0,"",,,,,,,,,"",,"",No
Notes on an Execution,Danya Kukafka,"",9780063052734,hardcover,to-read,2022/09/27,"","",0,"",,,,,,,,,"",,"",No
Lolita,Vladimir Nabokov,"",,paperback,to-read,2021/12/06,"","",0,"",,,,,,,,,"",,"",No
A Storm of Swords,George R.R. Martin,"",9780553573428,paperback,read,2015/06/25,"","",1,"",,,,,,,5.0,,"",,fantasy,Yes
I'll Be Right There,Kyung-sook Shin ,Sora Kim-Russell (Translator),9781590516737,paperback,to-read,2018/06/28,"","",0,"",,,,,,,,,"",,international,No
The German Cookbook,Alfons Schuhbeck,"",9780714877327,hardcover,"","","","","","","","","","","","","","","","",cookbooks,No
Dust of Dreams,Steven Erikson,"",9780765316554,paperback,"","","","","","","","","","","","","","","","",fantasy,No
When My Name Was Keoko,Linda Sue Park,"",,paperback,"","","","","","","","","","","","","","","","",international,Yes
The Hedge Knight II: Sworn Sword,Ben Avery,"Mike S. Miller, George R.R. Martin",9780785126508,hardcover,"","","","","","","","","","","","","","","","",fantasy,No
Stonewielder,Ian C. Esslemont,"",9780593064443,hardcover,"","","","","","","","","","","","","","","","",fantasy,No
The Crippled God,Steven Erikson,"",9780593046357,hardcover,"","","","","","","","","","","","","","","","",fantasy,No
A Brief History of Seven Killings,Marlon James,"",9781594486005,hardcover,"","","","","","","","","","","","","","","","",literary-fiction,No
Memories of Ice,Steven Erikson,"",9780765348807,paperback,"","","","","","","","","","","","","","","","",fantasy,No
Night of Knives,Ian C. Esslemont,"",9780593057810,hardcover,"","","","","","","","","","","","","","","","",fantasy,No
The Bonehunters,Steven Erikson,"",9780553813159,paperback,"","","","","","","","","","","","","","","","",fantasy,No
House of Chains,Steven Erikson,"",9780765348814,paperback,"","","","","","","","","","","","","","","","",fantasy,No
The Bird and the Sword,Amy Harmon,"",9781533134134,paperback,"","","","","","","","","","","","","","","","",fantasy,No
Midnight Tides (Malazan Book 5),Steven Erikson,"",9780553813142,paperback,"","","","","","","","","","","","","","","","",fantasy,No
Reaper's Gale,Steven Erikson,"",9780593046319,hardcover,"","","","","","","","","","","","","","","","",fantasy,No
Toll the Hounds,Steven Erikson,"",9780765310088,hardcover,"","","","","","","","","","","","","","","","",fantasy,No
